"NGA","PolID","Time","PropCoded","PolPop","PolTerr","CapPop","levels","government","infrastr","writing","texts","money","FreqLR","ConformityLR","FreqWR","ConformityWR","FreqFR","ConformityFR","FreqER","ConformityER","FreqDR","ConformityDR","MHG","BSP","WrittenRecords","ReligiousHier","GeneralMoralisticPunishment","MoralisingHighGods","MoralisingGods","DoctrinalMode","Writing"
"Valley of Oaxaca","MxRosar",-700,88.2,1873.5903660899,394.122252601379,1000,1.66666666666667,0.03,0.0272727272727273,0.5,0.125,0,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
"Valley of Oaxaca","MxAlb1E",-500,94.1,8464.65288763289,1300,2000,1.49562445247059,0,0,0.5,0.125,0,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
"Valley of Oaxaca","MxAlb1E",-400,94.1,8464.65288763289,1300,5280,1.49562445247059,0,0,0.5,0.125,0,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
"Valley of Oaxaca","MxAlb1L",-300,84.3,50000,5000,5280,2.33333333333333,0.64,0.25,0.333333333333333,0.125,0,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
"Valley of Oaxaca","MxAlb2*",-100,96.1,49910.5613730024,20000,14500,3.02465851172937,0.5,0.25,0.166666666666667,0.125,0,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,1,3.09863404691746,NA,NA,NA,1,1
"Valley of Oaxaca","MxAlb3A",200,88.2,NA,13606.6631502782,16273.9893578782,2.77407751089869,0.375,0.190909090909091,0.3,0.125,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.73487233089441,NA,NA,NA,1,0
"Valley of Oaxaca","MxAlb3B",500,78.4,8976.36387375816,NA,25722.9410222902,2.78184299590284,0.64,0.0444444444444444,0.557142857142857,0.125,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,1
"Valley of Oaxaca","MxAlb3B",700,78.4,8976.36387375816,NA,25722.9410222902,2.53184299590284,0.64,0.0444444444444444,0.557142857142857,0.125,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,1
"Valley of Oaxaca","MxAlb5*",900,76.5,9557.13965876764,NA,8140.84834600299,2.37465585968794,0.7,0.05,0.56,0.125,0,2,NA,5,NA,5,NA,2,NA,NA,NA,NA,NA,0.9,3,NA,NA,NA,1,1
"Valley of Oaxaca","MxAlb5*",1000,76.5,9557.13965876764,NA,8140.84834600299,2.44127384833765,0.7,0.05,0.56,0.125,0,2,NA,5,NA,5,NA,2,NA,NA,NA,NA,NA,0.9,3,NA,NA,NA,1,1
"Yemeni Coastal Plain","YeHmyr2",400,78.4,357370.829079542,267782.835039066,20697.1846478974,4,0.62,0.78,1,0.85,5,2.5,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Yemeni Coastal Plain","YeZiyad",900,33.3,NA,NA,NA,3.16400900851956,0.92,0.9,0.9,0.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0.9,NA,1,1,1,NA,1
"Yemeni Coastal Plain","YeWarLd",1100,56.9,NA,NA,NA,4.01826138532711,0.975,0.96,0.966666666666667,0.985714285714286,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3.81672241413238,1,1,1,1,1
"Yemeni Coastal Plain","YeRasul",1300,70.6,NA,NA,50000,4.33250378436152,0.977777777777778,0.95,1,1,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3.99751135308455,1,1,1,1,1
"Yemeni Coastal Plain","YeTahir",1500,72.5,NA,NA,NA,4.13770698598445,0.888888888888889,0.966666666666667,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3.41312095795336,1,1,1,1,1
"Yemeni Coastal Plain","YeQasmi",1700,88.2,NA,NA,NA,2.8,0.572727272727273,0.272727272727273,0.833333333333333,0.814285714285714,5,2,NA,5,NA,5,NA,0,NA,NA,NA,3,1,1,3,1,1,1,1,1
