"NGA","PolID","Date","PropCoded","PolPop","PolTerr","CapPop","AdmLev","MilLev","ReligLev","SettlHier","ProfOfficer","ProfSoldier","ProfPriest","FullTBur","ExamSyst","MeritProm","GovtBldg","Court","LegCode","Judge","Lawyer","Irrigation","WaterSuppl","Market","FoodStor","Road","Bridge","Canal","Port","Mine","Courier","PostStation","PostService","Mnemonic","NonWRecord","WRecord","Script","NonPhWrit","PhAlph","Lists","Calendar","SacrTxt","ReligLit","PractLit","History","Philosophy","SciLit","Fiction","Article","Token","PrecMetal","ForCoin","IndigCoin","PaperCurr","SpecFreqLR","PartFreqLR","AudFreqLR","OrthopraxyLR","OrthodoxyLR","SpecFreqWR","PartFreqWR","AudFreqWR","OrthopraxyWR","OrthodoxyWR","SpecFreqFR","PartFreqFR","AudFreqFR","OrthopraxyFR","OrthodoxyFR","SpecFreqER","PartFreqER","AudFreqER","OrthopraxyER","OrthodoxyER","SpecFreqDR","PartFreqDR","AudFreqDR","OrthopraxyDR","OrthodoxyDR","Monotheism","Omnipresence","Omniscience","Omnipotence","HighGods","SEHarm","SEFair","SERecip","SEProperty","SEKinship","SEIngroup","SERespect","SEBravery","SEPurity","SEGeneral","SEAmoral","SEAmoral","HeredStatus"
"Lowland Andes","EcJivaL","1900","94.1",NA,NA,"300","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1",NA,NA,NA,NA,"1",NA,NA,NA,"4","2","2",NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"0.1","0.1",NA,NA,"0.1",NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-5000","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4900","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4800","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4700","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4600","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4500","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4400","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4300","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4200","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4100","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-4000","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3900","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3800","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3700","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3600","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3500","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3400","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3300","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3200","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnYngsh","-3100","80.4","21223.7018743054",NA,"429.971794236231","1.53867720853534",NA,NA,"2.53105570968408","0.1","0.1",NA,"0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.9","0.1",NA,"0.1","0.1",NA,"0.1","0.1","0.1",NA,"0.9","0","0",NA,"0","0","0","0","0","0","0","0","0","0",NA,"0.1",NA,"0.1","0.1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-3000","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2900","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2800","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2700","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2600","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2500","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2400","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2300","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2200","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2100","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-2000","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnLngsh","-1900","51",NA,"1693.3520824848","52807.4413852364","4.20613784812019",NA,NA,"3.1598412009693",NA,NA,"0.9",NA,"0",NA,NA,"0.1","0.1","0.1","0.1",NA,"0.1",NA,"0.9","0.9",NA,"0.9",NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.9","0.9","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnErlit","-1800","56.9",NA,"12152.9124559519","23500.0200932768","3","3.08029808278659","3","4",NA,"0.9","0.9","1","0.1",NA,"0.9","0.1",NA,"0.1","0.1",NA,NA,NA,NA,"1",NA,NA,NA,"0.9","0.9","0.1","0.1","0.9","0.9","0.1","1",NA,NA,"0.9","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0","0","0","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnErlit","-1700","56.9",NA,"12152.9124559519","23500.0200932768","3","3.08029808278659","3","4",NA,"0.9","0.9","1","0.1",NA,"0.9","0.1",NA,"0.1","0.1",NA,NA,NA,NA,"1",NA,NA,NA,"0.9","0.9","0.1","0.1","0.9","0.9","0.1","1",NA,NA,"0.9","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0","0","0","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnErlig","-1600","64.7","2184874.21202178","381371.662950432","718101.759777953","3.73948861987176","3","2.94900489831844","4",NA,"0.9","0.9","0.9","0.1",NA,NA,"0.1","0","0.1","0.1","0.9",NA,NA,"0.9","0.9",NA,NA,NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,"0.9","0.9",NA,"0.9",NA,NA,NA,NA,NA,"0.9","0.9",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnErlig","-1500","64.7","2184874.21202178","381371.662950432","718101.759777953","3.73948861987176","3","2.94900489831844","4",NA,"0.9","0.9","0.9","0.1",NA,NA,"0.1","0","0.1","0.1","0.9",NA,NA,"0.9","0.9",NA,NA,NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,"0.9","0.9",NA,"0.9",NA,NA,NA,NA,NA,"0.9","0.9",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle Yellow River Valley","CnErlig","-1400","64.7","2184874.21202178","381371.662950432","718101.759777953","3.73948861987176","3","2.94900489831844","4",NA,"0.9","0.9","0.9","0.1",NA,NA,"0.1","0","0.1","0.1","0.9",NA,NA,"0.9","0.9",NA,NA,NA,"1","0.9","0.1","0.1",NA,"0.9","0.1","0.9",NA,NA,"0.9","0.9",NA,"0.9",NA,NA,NA,NA,NA,"0.9","0.9",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
