"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
-0.593849849333112,-0.624689621355071,-0.590822179974975,-0.613085579830438,-0.608536607558512,-0.571211554462656,-0.636933146960722,-0.568949184853638,-0.576547974482744,-0.589306930501082,-0.608484616029109,-0.620936952090167,-0.579792774780566,-0.590403140892335,-0.617907428664934,-0.58253991926821,-0.591513169011137,-0.588385969914538,-0.625722467497295,-0.57543144033313
-4.70999214042494,-4.72494123369872,-4.41564398146881,-4.42494856876521,-4.20222559415737,-4.43001938574802,-4.86460939681497,-4.49928482932235,-4.43230842558342,-4.24933478423109,-4.72247029859816,-4.10730013046932,-4.45944253257599,-4.60581544778375,-4.88068229846638,-4.74518752794584,-4.37295071452903,-4.53546899357716,-4.37767183931196,-4.77407411279726
-4.47156521875147,-4.84206851378201,-4.88014694486391,-4.41326181036121,-4.61981912281504,-4.60162556287129,-4.61691921312433,-4.52376434200074,-4.29778923728872,-4.39972990968412,-4.67416938695636,-4.32946403304472,-4.7387848993462,-4.67194683211749,-4.60501424014324,-4.4715205040612,-4.84181379323038,-5.01422815695814,-4.72552359289986,-4.70901677469141
-4.13757102806169,-4.21499631932542,-3.97248450586417,-3.65587218937872,-4.00619202708584,-3.51365423845084,-3.73309035818776,-3.94600512024225,-3.8687632210847,-3.82566905002833,-4.02853104210013,-3.69625574070314,-3.73356545523842,-3.6548671742193,-4.12629344126288,-3.6842081613486,-3.45210872400966,-3.72376104165295,-4.25892142070109,-4.30202050534969
-3.38250064786146,-3.46473053629072,-3.16278438207328,-3.36053466571187,-4.25192740805424,-3.23400697939983,-3.39273347715271,-3.58513578273232,-3.64667893073428,-3.7981532752141,-3.41933532262134,-3.13572126814414,-3.11535778042637,-3.55510529640886,-3.72669215115308,-3.52370387964098,-3.38966705820785,-3.85443445307024,-3.41224205312542,-3.77242743060391
0.837534867398106,0.662265186429255,0.523476395195464,0.808910879466537,0.746716268567597,0.220566851056486,0.438930674085678,0.646634223863396,0.808104289453383,0.939030741699944,0.676059461997584,1.02458505000498,0.373680238363816,0.409779795199594,0.964764123028513,0.80027598179051,1.01462281287992,0.952477661555445,0.878058593258844,0.985410511293671
-3.68598616001809,-3.49802041035109,-3.54773777939212,-3.60963138562795,-3.60960347983568,-3.42117055094208,-3.63444912004745,-3.46412442853286,-3.29470369213236,-3.75637632518767,-3.43359055598478,-3.54771055822457,-3.34377731783785,-3.28689317266643,-3.60087466027514,-3.88570509719688,-3.66284561669812,-3.44444779667287,-3.59808833183179,-3.6119872334706
-2.28565007782818,-2.75063897131676,-2.97603228221151,-2.57626060392566,-2.78065168225325,-2.9438999075839,-2.95476918846638,-3.22572625631627,-2.79695202819626,-2.29474094147247,-2.91794335487204,-2.19655947693686,-2.13237073783759,-3.60236629898351,-3.03442434758685,-3.10824863884781,-2.28688650341927,-2.35043262037131,-2.86112263279402,-2.57148544951412
2.96345254834976,2.90852677347781,2.84148510957179,2.62262614918402,3.07597040828436,2.78506583453088,2.94475271222193,2.72793881606552,2.85859043602481,2.66207444071125,2.75799839185149,3.00743006606036,2.6200180013318,2.93658593733441,2.76010573245564,2.80451011091132,2.80813628400373,2.84918809998866,2.9008121131475,2.9979849695642
1.99062197428058,1.9994148645472,2.05692243863132,1.84050933828453,1.90085904579895,2.1136842730441,1.86966439436444,2.11689440011517,1.80075999228032,2.11762433223822,1.59997632416801,2.19651552568306,1.92878001134639,2.08625868617974,1.95519241767121,1.75098382543643,2.07141715001921,1.91677032214568,1.67698185235098,1.85803584329096
1.30833655417863,1.41706513290627,1.17771989199757,1.34135385708091,1.28662609456101,1.42607362880927,1.16311705455996,1.27666473005584,1.33878114467837,0.748301406925076,1.23980932044453,1.41493693668403,1.41226321160112,1.29588299448318,1.42239582404476,1.06853721160882,1.2286817165188,1.34170628830879,1.58520734987777,1.23583431519424
1.19840918093092,1.4024240603814,1.36097137590459,0.844675658553673,1.39740911662707,1.34354401727284,1.37839524279741,1.3369467604325,1.2369473592992,1.29250413184957,1.13447660255455,1.24691075733195,1.33712056102458,1.29784803227565,1.24342252694103,1.22112328257944,1.20245443830173,1.13483515655068,1.44972486133618,1.24135992941936
0.748476836092614,0.907258455290288,0.987099300172172,1.17291188645922,0.985952566220032,0.853170629242658,1.16377658222973,0.723087863985385,0.776996931982274,0.85750544096343,0.860643159328247,0.940906547404535,0.909953842894076,0.841569298833942,0.823660391519497,0.900431167528735,0.714092202877193,0.838812729058947,0.828683611981419,1.00282767426898
2.46831758849106,2.38627871622878,2.04473138779653,2.15472769922041,2.43625483461965,2.73940169000344,2.44995686950344,2.22587576243841,2.38188002715147,2.47288991816947,2.44454692696043,2.23665439696894,2.16558052903386,2.38958480381693,2.25071731658311,2.16245270433887,2.46667569095497,2.08743078297475,2.15977846223477,2.44518401952807
3.1337495639455,3.13454061436325,3.12593181964289,3.14646247984506,3.15388795690762,3.12797447015759,3.13970047102722,3.11097731641906,3.14198682088826,3.16393983605968,3.12206730382872,3.13532375802559,3.1462796853656,3.16077819134054,3.11530246784744,3.0975729185785,3.1722405291091,3.12116830177949,3.07705819804095,3.12833004069623
1.34767980258866,1.29732706358247,1.41579847867562,1.24827206950739,1.31956875603641,1.12514689170552,1.31601619201211,1.08687577722886,0.687319794509936,0.975874974307569,1.31155713076959,1.15681792224908,0.840800700479182,0.695247343024169,1.20014834803266,1.11562128765898,1.30945165353435,1.27743806412996,0.959991316052766,1.21008316414128
1.2182669707863,1.42633016325981,1.16889215492318,1.0953321086432,1.17219429614749,1.30275861943815,1.20937198776147,1.23875864515571,1.19966316937481,1.26086101302503,1.33055482921895,1.41846926450206,1.34865632031193,1.23595613151554,1.40546560172966,1.2292125735904,1.16585166258464,1.45154638186409,1.66877222342949,1.24570370759604
2.20253909719406,2.1825008508776,2.23598623382607,1.86616939061382,2.16552826860065,1.75380302743732,1.7626848579649,2.53256921408623,1.92555829451449,1.89920018944431,2.42744840251478,2.26592888113952,2.12028699290078,2.42771106039022,1.95935102575793,2.09000415726945,2.73569082879371,2.45365417775109,2.36198736787773,1.68954128871853
2.95591376407987,2.81316991921865,2.95067382091837,2.88670839119695,3.08545771857598,3.01207697885696,2.86503652848378,3.01967994004599,3.19279739730086,2.88115182843908,3.18712394500298,2.95827482788415,3.1918310328363,2.9320371460675,3.06133716300678,2.83234597389526,2.92623272431531,2.78616811707676,3.07172931225147,2.69290004534622
1.29192912394562,0.762766851787563,0.705082650437776,1.18409023810624,0.780263060422088,0.992608366387458,0.70235012691551,0.669265732597934,0.568042124586335,1.14937781739731,0.828002352330569,0.894614342831681,1.00240225650013,1.18514041026261,0.842694867710302,0.756029654973345,0.818523642476211,0.868538865083727,0.795435477778385,1.00209433227517
-3.82620268543185,-3.78264440762913,-3.7935335327346,-3.81113281340069,-3.74806815561007,-3.798353468487,-3.75277403378895,-3.71689738036618,-3.86240539259683,-3.83297399298964,-3.80638122483738,-3.89847544168739,-3.79376446772815,-3.7808067368829,-3.81579816377911,-3.72975221695588,-3.84508276885883,-3.83757780979913,-3.72793657774044,-3.75020234877882
-1.50829213826233,-1.21697846343263,-1.90737559505752,-1.27897822438036,-1.48699329128059,-1.53142276909372,-1.04971525479246,-1.4884880596102,-0.983495061802604,-0.997898374658826,-1.31527621381424,-1.5200503396977,-1.54102338134657,-1.43700745051921,-1.80574183763113,-1.31839143140916,-1.49500266489832,-1.6431615614235,-1.47673955519507,-0.977608026597711
-1.12697503664086,-0.639160459621024,-0.741912356199293,-0.929466001900155,-1.02393031350296,-1.06985300267652,-0.821595646323719,-0.293961442736158,-0.420720174345907,-0.65698093669949,-1.10882174882802,-0.888999326511364,-1.00164881136109,-0.908821996840513,-1.33259404620588,-0.413682353738668,-1.23673729387053,-1.20676165109168,-0.690702188925499,-0.427930567987545
-0.295067871549076,0.146959942907852,-0.633551601096861,-0.00311932199236031,-0.313459751160771,-0.253789350744041,-0.283395022214316,-0.0197220886103335,-0.0593476136682672,-0.226034319430941,-0.305551634489132,-0.246790168311704,-0.33934767499712,-0.273646378391834,-0.263299667042952,-0.325763488479914,-0.191042109338504,-0.489382735810623,-0.0748694768662669,-0.231010570773706
1.58106978978954,1.5037423309183,1.53797512280332,1.65782804447067,1.62773517334632,1.48733441381259,1.60108249930152,1.41216969737764,1.66541212658581,1.74897511964877,1.36595289961207,1.20671384365944,1.46213292956695,1.4750501167821,1.56675658539222,1.59003822313627,1.29446460224608,1.69619114084427,1.34970621012146,1.65930184197819
1.55094900272925,1.66828640557801,1.9371757090041,1.50005282628279,1.52111965903704,1.46256607815757,1.53725778741292,1.58278275073429,1.69246273194187,1.70653961956935,1.58425534904144,1.47956970560282,1.60523622352077,1.97845813795413,1.44199102036412,1.40356064242633,1.77345553515326,1.56015291640041,1.44871761043058,1.61078624905719
2.17334927464417,2.17906118930832,2.19007651020428,2.13495833155023,2.23686806373636,2.12683300626112,2.20076067484153,2.15891430720753,2.20927658265894,2.1363555152537,2.14306835345733,2.15852203192454,2.07089885429861,2.17525157191997,2.16715382752289,2.15212435236964,2.16470020454737,2.10709375623489,2.13406245449266,2.13983659218132
2.20085102907247,2.20842203827013,2.2095120402947,2.16132093964166,2.25096285292507,2.14288933107483,2.22809874987074,2.18205007585588,2.24663274958974,2.15318975189706,2.16376456814936,2.17933406640161,2.09470058191701,2.1928256460043,2.18719657255675,2.17179374051617,2.19836248973085,2.12485775762572,2.15242792121284,2.16584919975892
2.17412807191084,2.1748085835653,2.18910987811906,2.13268878765019,2.23639394487992,2.12774931745924,2.1966683060919,2.16525703467458,2.20539981348458,2.13680300860042,2.13976307937113,2.15611831038507,2.07531800114204,2.17398949549945,2.16648220853006,2.153080809711,2.16546877346962,2.10903136257934,2.13157590972738,2.13651389933
2.19363754784411,2.20314997015142,2.21036990451995,2.15912833086729,2.2637756055168,2.15151076870932,2.22012054400349,2.17078340898557,2.22973701238023,2.15447076388619,2.15809942603839,2.17888552434188,2.08280776022002,2.18665235138907,2.18790627913391,2.16966044053919,2.17938292465459,2.12812639526305,2.15653934846914,2.1560273832963
2.07161561004796,2.09205044418319,1.9837315992427,2.11801243222971,2.09642221705507,2.11093423884303,2.12962940378463,2.0475122961705,2.02740898355933,2.01295617760611,2.11385140572426,2.04132142603864,2.01215000197656,2.07184710485059,2.01866560959024,2.06593553098632,2.07294877085789,2.0690795417226,2.06093342078175,2.0635643843448
1.96798185718762,2.08422083780343,1.99952048708235,2.11148059075475,2.05852050149594,2.10797020657384,2.08768501423424,2.08045072019038,2.01797913973773,2.07383875863989,2.08517698324923,2.05835464955448,2.08071514476599,2.09060847613979,2.09727556442267,2.03312058769303,2.10228652484033,2.08007245086038,2.0699992568187,2.10109702655057
2.0988552733483,2.12112014361515,2.12628796195962,2.1371129243185,2.09140319060812,2.12847989308699,2.10807554907825,2.06876448023019,2.1475848826165,2.14411722418706,2.16298883876064,2.15606369795581,2.0923728331265,2.15386414910751,2.13892046392348,2.10534101926224,2.08569442727415,2.13823827896717,2.10555859802524,2.08405179337461
1.44833936290187,1.40049292214089,1.48914886941416,1.44880130821512,1.40865146928991,1.44784632872979,1.42414194893916,1.35817171861785,1.4734834784476,1.49537060015827,1.42125404957907,1.44155492710782,1.41751630306485,1.42034001748499,1.39625569800539,1.49807112240547,1.46862660247049,1.4389731610497,1.45524703939778,1.40417458817297
2.25087184008675,2.24627900216285,2.30291620986575,2.28197460746999,2.27389037226482,2.25724195833976,2.26474557510225,2.26660464502941,2.29436092634685,2.30999195394149,2.2584885857967,2.22546685583927,2.27870140402584,2.29799124048076,2.26972780671774,2.33891676004957,2.25647922345449,2.31825303953549,2.2380259157219,2.22306907958837
3.1179701247341,3.11968401585082,3.13403743796036,3.0547037993987,3.09930723629286,3.12764741186475,3.08217325389804,3.08798929202838,3.0720929467094,3.11266664962097,3.12833969211177,3.12421247584685,3.09105625359367,3.11958348826425,3.07732293581537,3.11323441077496,3.12911477262838,3.0503031694871,3.03459159483988,3.08042929693103
3.13710706581273,3.13919730033938,3.15328138672401,3.07395427456539,3.11865391947258,3.14680507642292,3.10130591426278,3.10684218662164,3.09128616657574,3.13172108686081,3.14757263648721,3.14332184527014,3.11029180442509,3.13855233143582,3.09633062141871,3.13268250799913,3.14845291511746,3.0695756299139,3.05390961760588,3.09938621786883
-4.81038267586844,-4.45464184172053,-4.54957352553138,-4.60156433462994,-4.42800690956085,-4.69906705008943,-4.72288379279418,-4.56203839808487,-4.66044896737502,-4.50907321090139,-4.51298298005642,-4.73054499179814,-4.26598218413659,-4.50007521247671,-4.25094661504756,-4.41765415083005,-4.63402745052591,-4.55706065238385,-4.55311480419682,-4.417230052002
-2.58750120952224,-2.51099611447385,-2.64241716102505,-2.50757897857897,-2.50584343174731,-2.51993843515925,-2.44495579274518,-2.56172487076013,-2.44013095160114,-2.47528462912155,-2.63937333912554,-2.75739892512439,-2.52728015795204,-2.50636096661366,-2.49747642423048,-2.55103456461819,-2.71696299193351,-2.50852168151849,-2.41574083697438,-2.49191986888928
-4.89596230398693,-5.51578281312456,-5.56829167970511,-5.10322178901614,-5.39572983965616,-4.5515441317095,-5.04140102145229,-5.05216684197899,-5.18308239741606,-5.76337953470571,-4.82902999575735,-4.57322986547171,-4.53580053719998,-4.50978002478278,-3.97322656796239,-5.27603442059395,-3.57120154202401,-4.90250370225143,-5.19511812177716,-4.79473653107277
-4.44383926157006,-4.58052152956086,-4.97289977507858,-4.17807783649234,-4.66564036721768,-4.4065210079378,-5.07691687217802,-4.92326845617763,-4.57521009799695,-5.23305640123615,-4.3795281938207,-5.34107122978924,-4.97597564109831,-5.24286771467732,-5.32326898751756,-5.04158973143283,-4.87713611216909,-5.34981962361338,-4.70993707108972,-4.49771728783033
-4.37028435248992,-4.24665945649277,-4.10040902064725,-4.16112738367791,-4.55239645245143,-4.30374169057795,-4.25090860512782,-4.51597768264484,-4.15476027297216,-4.2735190041258,-3.84132704065011,-4.42047417062684,-4.23613874783363,-4.50808356835098,-4.14206995193105,-4.06044982259656,-4.33853738979286,-4.47284802041681,-4.3733058959354,-4.19497232409043
-3.919664645058,-4.11926111105123,-4.25833335271094,-4.10548512575709,-4.23998290657024,-4.05958095209499,-4.004052226546,-4.08887278532751,-3.93238102989712,-4.03480274040829,-4.05696577609722,-3.98996474603239,-4.17188833751376,-4.28861551834475,-3.94239068843071,-4.00475418557358,-3.8724669285691,-3.85860892365456,-4.07294203232623,-4.0826232255577
-3.62442339790221,-3.61819040219512,-3.7089952518595,-3.67302001009963,-3.65226206656598,-3.55379052328873,-3.71788428133505,-3.63738434787774,-3.33564525426056,-3.54063348398677,-3.65068332075248,-3.56353432423693,-3.44026317237776,-3.65315003980535,-3.64023652571746,-3.56258635044981,-3.59848949941584,-3.76780183452139,-3.60552350089478,-3.60230982996471
-2.61897058384057,-3.00880384743416,-2.55676983475095,-2.52314970456855,-2.5501066794578,-2.23638519485399,-2.74166000063581,-2.73043120991034,-3.04941751103231,-2.59794822987814,-2.43946731605029,-2.47905297577215,-2.46798502404147,-2.87376446574799,-2.55730935433622,-2.53131651917983,-2.64444948124054,-2.73592429231392,-2.47088237379174,-2.7061111775093
-0.193045021994901,-0.196741717494521,-0.181662268310508,-0.177876950425862,-0.157956782564675,-0.153947358985173,-0.200577494920872,-0.173956684865937,-0.124125468054862,-0.199151909969873,-0.12836690184195,-0.196136112709922,-0.174001629921703,-0.137275618871519,-0.149174571989247,-0.173835676411817,-0.155335512324971,-0.14938573546143,-0.162135779832245,-0.174288983765384
0.662255996188105,0.631951743927083,0.687431051306209,0.676530289182951,0.674609352243082,0.751249202519815,0.69358404621978,0.707751799668027,0.658017941763121,0.656618494170492,0.624425949049822,0.65914760031587,0.63378471196478,0.654557189830554,0.684957800171631,0.640043204438168,0.643163540658898,0.698512450195401,0.703466096038532,0.622135505186338
0.905090748899102,0.866710007735869,0.898013938519353,0.930976777725305,0.879862785425673,0.894216908005707,0.880196709744209,0.897292005960948,0.889046603549621,0.895593032565028,0.883946644940213,0.940996406159454,0.902524115864223,0.886059862121581,0.901306194186792,0.838935658853551,0.879509266441449,0.862971945833906,0.90216000738539,0.879220651492369
0.794074083773628,0.761024492836515,0.791664685603793,0.841997647778589,0.77352657710465,0.799399166386877,0.765593788578274,0.81840923476226,0.798377108527847,0.799070712416718,0.787589518078768,0.853519291862003,0.784027801147505,0.809600607260096,0.761705445830367,0.72943713498416,0.780216166900945,0.75145460553735,0.806104196580108,0.761020608280176
0.94362631412309,1.02508089619606,0.96750453037363,0.958499932227171,0.937551012100849,0.954255222506652,0.963740219146888,0.953133223017567,0.982740815832146,1.02989922627404,0.942479148068433,1.0023172296547,1.00981774506077,0.967725314571734,0.985648714343345,0.960369817092904,0.985580450758593,0.949097231517729,0.952423062473123,0.949575478783619
0.954692244058593,1.01876829030962,0.988768979113394,0.977471015207178,0.936475671121911,0.969018641290978,0.97680827720727,0.969235536674631,1.00205515666314,1.03217023196309,0.973803078916069,1.00991395200191,1.01335386367562,0.969022445897975,1.01185660877515,0.988555903014836,0.990297225122712,0.976549184565253,0.978699137871841,0.967217850915155
0.0973952023825992,0.0720901604566241,0.106268929175609,0.0563729205350052,0.101869695481102,0.109703794681598,0.119580333191273,0.128317584514721,0.132365659467838,0.124496332022067,0.14335518586287,0.0983498600716169,0.122874897326046,0.119055106513612,0.147635420045716,0.148632337390263,0.149727100118759,0.121177095541826,0.129910735406122,0.153381024638532
0.114681495196471,0.102115675813602,-0.0132911493360692,-0.0237967053556444,0.311189427306619,0.233145962251385,0.375675343708024,0.20545613425511,0.118471262728406,-0.0873907783003174,0.0618329127466917,0.374121495700347,0.486546160207406,0.049266215382904,0.0792219674761891,0.139617705785042,0.0839739805544866,0.0656175730170916,0.0775360000176509,0.188017812654814
0.291835319982708,0.251924935735034,0.276378617618304,0.268784446831179,0.274597550414903,0.254494918447325,0.293138624457948,0.268624928869106,0.281297968417332,0.229469177394056,0.263627385514806,0.302127526377319,0.292359444144236,0.293919265184572,0.296302317084918,0.309958016069104,0.274068961585375,0.287273815082734,0.273541388584102,0.294893619690873
1.77629574097196,1.05009960931076,1.2257795878697,1.43690656889111,1.52072824343688,1.58184850481558,1.18979563131392,1.43371018513216,1.49903866328367,1.48147104476051,1.20810844840423,1.47270663202356,1.36559341537767,1.33471816256566,1.65717041948552,1.36089404922808,1.51878084195164,1.75903140452864,1.31241805364124,1.35840560078061
1.80978387888117,1.65645063499732,1.84547470361702,1.40394445943881,1.63993732561282,1.69170416786709,1.72685516820426,1.35502460775651,1.5686952138916,1.61462955200741,1.5061233973672,1.74174911060162,1.6735660206946,1.18590020537257,1.60159997029502,1.51994307681376,1.59983238292577,1.62382408407131,1.75891378423132,1.71977378883433
1.0037908775745,0.63272325099811,1.25125615202715,0.850438523777412,0.668255040605964,0.97468807716387,0.989470286779439,0.774376278270515,1.00911474064633,0.856885614843593,0.786140924005556,0.76786622252568,0.80664321197885,1.14110787775659,0.785651262971401,0.872006448349166,0.864581268856549,0.910246848323821,0.863935605766617,0.898811103490356
3.55863398914217,3.50582841154822,3.48831795477481,3.56041821277185,3.55038547217593,3.47257884850526,3.46584659564661,3.5661075939967,3.55315800734844,3.518807682106,3.53208275386933,3.51834803173779,3.44708542193164,3.50443475896889,3.48393576390213,3.4887170644877,3.56551146987191,3.50046407588231,3.42617847607973,3.55606335439554
3.21391272237333,3.21406879047111,3.20524116761896,3.22080004997829,3.2036903456906,3.20309300181504,3.20722962285931,3.20129463939906,3.1984963228402,3.21157923613994,3.20188820830315,3.19850144624239,3.19750009793989,3.2013992683485,3.20155154169656,3.22490272879082,3.21407922089618,3.20938559011929,3.19992485734654,3.20030884038553
3.32173889453015,3.31516759600717,3.30461113367744,3.32230920775013,3.30403024161872,3.30145685887148,3.31075140779907,3.29817774087134,3.30023402737141,3.30459445319536,3.30270319650969,3.30294803227041,3.30381319836552,3.30078657398692,3.30360169900964,3.32871149778506,3.31721505417233,3.30710256280254,3.30428885814161,3.29671898242178
3.10638307678746,3.10364937642207,3.09717638926697,3.11323267458325,3.09520563390405,3.09476094107185,3.09945370805228,3.09562563312184,3.090890989062,3.10435341526124,3.09350032563793,3.09146747657593,3.09064155880486,3.09426402114103,3.09522821705425,3.11506479299307,3.10520242711332,3.10167394161071,3.09146099474558,3.09322679425617
2.50734073528515,2.50396181671147,2.50011896825554,2.51371968167437,2.49669822427095,2.49910530765627,2.50348207115486,2.50208254341955,2.49812084251653,2.50940887414236,2.49551267413751,2.49425703749377,2.4915991653068,2.49985325800747,2.49891294263514,2.51721830380014,2.50325254653799,2.50411169484869,2.49305537598426,2.49768727224993
2.55628573880905,2.55341970178049,2.54878765979901,2.56246478519941,2.54574286929448,2.54777321547827,2.55209879407094,2.54993696309907,2.54623406959198,2.55803373345649,2.54461152081218,2.54290760113927,2.54023343762995,2.54816954248053,2.54713167695716,2.56637251763663,2.55271467750008,2.552616580524,2.54188249194647,2.54596230482443
2.80848887162558,2.66587509179323,2.6612363863861,2.67314909269944,2.78128739829506,2.61856089962255,2.82000819869848,2.64049459769504,2.64723360461052,2.67455356614093,2.63813849628955,2.77669471335215,2.62247323780254,2.76123702848582,2.64958280750155,2.81854523817047,2.78414932844845,2.64912476259004,2.79935587100224,2.6456301318124
2.90131226307783,2.85202650682756,2.8146377778735,2.86495110652776,2.86493255328616,2.86498847456801,2.86401622388026,2.81855845588649,2.82599063064568,2.91907486730971,2.88195089388483,2.8811399962114,2.86581856548496,2.80453269014888,2.85434926533557,2.87107253355983,2.87684700435987,2.8484776487812,2.89805625023219,2.84923701227254
1.66990432724944,1.70514670098884,1.67545647291403,1.69288593282744,1.71097309953205,1.68605849955328,1.72404870555963,1.68694903164527,1.69241642456753,1.71030520406364,1.64500586957196,1.68533223972452,1.67211558008527,1.67752492056811,1.66941943505196,1.7267922166899,1.70378487205845,1.68933207155623,1.68811532058925,1.69199360183758
2.01398559063328,2.02586289299577,1.98171130885801,2.00249880235046,2.01254802179717,1.99254539680444,2.00418790555429,1.98567092342384,2.02499786931556,2.01155652656417,1.99179753697049,2.01127187675284,1.99307641113678,2.01639687894765,2.00510226112889,2.04507087291769,2.03200705862825,2.00677718823383,2.01147613756101,1.97862283883147
2.91872508337704,2.97343423919424,2.8745862080151,2.79854993684659,2.86600518745923,2.85867291460749,2.87236317968755,2.82700315395355,2.90951561853559,2.78130595940618,2.84753322645644,2.82608595495176,2.80209673196854,2.81264960207436,2.90427228488209,2.8493057364659,2.86951183480948,2.90029174249664,2.86548889531774,2.84402661265535
3.4969532681462,3.49995510530758,3.44636699537042,3.51737270772438,3.48515807688737,3.47603917854679,3.44336219973787,3.47119832654106,3.46791079930383,3.46092331809767,3.48474647741002,3.46215162974511,3.48867115014812,3.46871327464245,3.46091835606207,3.50863210923418,3.48160127716079,3.44151317980755,3.47040152613006,3.49665374256406
3.43736665850571,3.48270312562448,3.45736495714175,3.47328295585925,3.44999684371983,3.43744942159167,3.45468598806951,3.46254181396455,3.46601278363827,3.46432495944039,3.47132586880926,3.4711818838001,3.4715588825233,3.46309203242571,3.4693871552632,3.50945420482663,3.49396362424035,3.45571225533656,3.44640522290859,3.45312769800013
3.35357650670841,3.40420835811117,3.41664805688709,3.29469851884985,3.25015435555474,3.33700430647587,3.28237834885065,3.62229430535631,3.29381084936846,3.54265786078731,3.45399912810974,3.45277948126343,3.24602167823182,3.36461529217977,3.38831661770083,3.43397650193112,3.55760550050856,3.20465965057999,3.4576344518293,3.47344309966567
-4.26718723163346,-4.36531152614382,-4.48120112934297,-4.77970713909605,-4.5363012859265,-4.44654960791971,-4.54724731204881,-5.17870520840727,-5.14473610190303,-4.39550841625156,-4.87007681186405,-4.42888750128694,-4.7159602734717,-4.85001643482356,-5.1881189064456,-4.30716432185076,-4.8130933419352,-4.79694651349508,-4.38866014457935,-4.44304355114145
-5.14985732561374,-5.59310698049315,-5.27554256970102,-5.28051125479699,-4.9971685521036,-5.23427897011397,-5.16445097005841,-4.73025619456984,-4.99178419711909,-5.41098182527286,-5.16343796215271,-5.20765312049516,-5.14900522040767,-5.90680862013597,-5.34098714846706,-4.72441103275562,-5.15078081881026,-5.39556239158525,-5.31136846733523,-5.10985214426762
-5.08186203474498,-4.60077774057019,-4.75243116139058,-4.54050687918962,-4.64799578882857,-4.71828425470747,-4.59094449242081,-4.740221906203,-5.17746543777026,-4.92488502096037,-4.71782841282888,-4.89834399841555,-5.06079609499028,-4.15078555462471,-4.92716036451778,-4.89397792059849,-4.69608045375538,-4.51036320634331,-5.02935654667593,-4.64120873031182
-4.40755090161081,-3.97603555441057,-3.97499488940065,-4.04458115919222,-4.17311120737041,-4.38396610313574,-4.55554646926099,-4.22533867212986,-4.39319549806576,-4.48898808807277,-4.60413108948914,-4.52593583528832,-3.97286162079005,-4.14618415219068,-4.42276271782637,-4.33683913899328,-4.04650909518164,-3.86496700595526,-4.29329536668486,-4.04565804942528
-4.33590688708537,-4.06211549426367,-4.13645331656485,-4.09649183210516,-4.14858268970376,-3.93415056449526,-4.58348125942268,-4.18471123620895,-3.98790067039432,-4.41670393154783,-3.8567539667094,-4.55525887968828,-4.2490531913051,-4.24029281950153,-3.95290596300274,-4.37057703158651,-4.41278054750189,-4.12325233449025,-4.5071714726037,-4.07978924452275
-0.579962266403331,-0.8457917565813,-0.57903423564258,-0.58494616435749,-0.568761442481816,-0.538219699537236,-0.565280898926493,-0.630870781577393,-0.635767271391996,-0.537523655199303,-0.622811256827725,-0.789684562885619,-0.561912889207317,-0.632910977041565,-0.646267640420288,-0.490506905572877,-0.808330065248565,-0.537876693778847,-0.503791494678291,-0.585217569438876
-0.716814359765522,-0.508197490349657,-0.423408487209799,-0.36236764249407,-0.331073791569981,-0.411509741229963,-0.414928829579596,-0.600484326000081,-0.434506120958372,-0.426225277717467,-0.494143138882834,-0.442339110666695,-0.463745613263529,-0.414319960693434,-0.432735256088896,-0.331033686678954,-0.587994066681278,-0.411485060666365,-0.341895835333377,-0.380138894352283
0.0573851499804144,0.066509393112797,0.0646550339696344,0.0663331795772614,0.0569521173832027,0.0757272093718158,-0.0235076880027213,-0.0119428493224226,0.0895274973414696,-0.0166840372576862,-0.0373753650592826,0.0579600724572682,0.0480682243844381,-0.0148465580942784,0.0575435259443645,0.00315513335985973,0.049000301669419,-0.0167680268434299,-0.0253373630377579,-0.00749676413528805
0.0959272196185532,0.105745627187738,0.103801355377954,0.198332571081956,0.188634772377746,0.114210355201672,0.0151080767462345,0.119206055287555,0.128929251368037,0.0216894352960562,0.00127307165995449,0.0967493120074528,0.0877394940491905,0.115986237736514,0.189153608573616,0.0424483329685604,0.0878462561245386,0.0228261878112437,0.105822494942759,0.122112123502018
0.785936975344368,0.739657487606152,0.85787028141735,0.783253603240713,0.869793161932977,0.780341238030542,0.760142733021162,0.718545181445838,0.850893098755525,0.714629334941502,0.778724526246341,0.786182558231894,0.800778016357066,0.777277985575051,0.821871261804148,0.776651200031581,0.773031743220484,0.737017304149211,0.77825609043879,0.711617416746281
1.65075899082026,1.65144396094105,1.53390180584761,1.73497568432582,1.55370107985008,1.72256604157544,1.75476663612254,1.64225388100078,1.64520275581884,1.55698945617226,1.53403820911089,1.65302795847378,1.65867474435103,1.62025199262318,1.72443430424338,1.58624004621452,1.65899837499502,1.63905731843311,1.64515036769487,1.56056058934872
2.35222597777068,2.16212265833271,2.12794064301224,2.1818287613595,2.16533579620267,2.13125260602972,2.22573961336975,2.21928821953448,2.15635967769233,2.23539226000555,2.24412167156788,2.32102166143505,2.36296112471678,2.2380877326823,2.22303655503122,2.24600883138611,2.14373974660487,2.13991079572173,2.15097012868821,2.21171585575127
