"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"government",0.331860588947411,0.143506797301943,-0.513755863692949,-0.126903473943841,0.244804766591902,-0.678876028012019,-0.258881211056452,0.0330928837696176,-0.0175531736155559
"infrastr",0.334553910175834,0.198664566765095,-0.496570607539415,0.0877153113000863,0.235636688596719,0.438031341067862,0.557849267676747,-0.0745821949539772,-0.173710428493484
"writing",0.330295365400721,0.428945658612381,0.326105399076279,-0.410080791835355,-0.181386394727277,0.0980119114185273,-0.150149122963411,0.190382400274596,-0.575414659163558
"texts",0.346971605456744,0.36755127240946,0.123452942006174,-0.271752273735619,-0.0739936960656245,0.186620775231373,-0.103398685704344,-0.239744382989562,0.739564602858098
"money",0.311630364679629,0.292612861788836,0.386795207082367,0.783700519176626,0.143983075153416,-0.169390882949398,-0.0145421578752294,-0.0538292395006415,-0.0305570680512585
"PolPop",0.353186850275051,-0.328678027151404,0.0857055511794842,0.0106683531072734,-0.162714411864505,0.0847539988011254,0.00704001713302678,0.78521976940343,0.330895270070829
"PolTerr",0.319447465419378,-0.501572377627783,0.325225563253702,0.375461958719284,-0.18554113272683,-0.371928895793884,0.306789043170058,-0.338931532240883,-0.133732574126773
"CapPop",0.335337492206351,-0.409141388918326,-0.146736318635045,-0.135482980598431,-0.0877115557133676,0.57067681493491,-0.472524736429803,-0.309368183898394,-0.167066636704579
"levels",0.329436635614492,-0.183784214844135,-0.16183865991745,-0.31788228643657,0.816752480386447,-0.185772655581539,0.169203959269878,-0.010970278648121,-0.0103703900437794
"government",0.333381540612569,0.177674842232006,-0.50204714317113,0.0900994697623905,-0.197412940064813,-0.587243592496498,-0.459838446473801,0.0204794267667915,-0.0377019998077244
"infrastr",0.335316899919502,0.217531471493405,-0.445183615024508,-0.176996173660359,-0.330422585790446,0.221169306177769,0.650202722680833,-0.0356863054075476,-0.169099079804656
"writing",0.331701637690775,0.39984828708449,0.239574942084818,0.464241014666485,0.244891136099127,0.203683799915262,-0.0859633832930196,0.242075340971963,-0.538266258866028
"texts",0.349536341641041,0.343415495858533,0.0816269320613448,0.283736671725714,0.108495268855586,0.180775430730922,0.00137226602695258,-0.32746068754309,0.721829151140673
"money",0.310564533548672,0.287265460131154,0.569965523946508,-0.635639787310594,-0.21077649538199,-0.162371191618062,-0.110971847604112,-0.0721277898000505,-0.0618165376122256
"PolPop",0.352318932186462,-0.340508002602547,0.112717308738159,-0.00893670148353807,-0.124064748911666,-0.0855548374417834,0.0123883814103271,-0.808921548793078,-0.264426507060224
"PolTerr",0.319423806859542,-0.540833170884886,0.315456782994012,0.301592852478689,-0.124668702526834,0.33061049883204,0.381806428126758,0.346269860057777,0.156435706946191
"CapPop",0.337824139400076,-0.356906074368194,-0.160784735347662,-0.0232265766555622,-0.159388871399701,-0.545608965583315,-0.546533732761858,0.31028302194719,0.118461257495746
"levels",0.328144579342737,-0.16378306714843,-0.208717048241782,-0.337170940936236,0.831128399859519,0.101882144501305,0.069697933659784,0.0464995101210514,0.008648555120446
"government",0.333140570610927,0.144858237676866,-0.472648805210502,0.0129290672194372,-0.268032291486242,0.669822908091774,-0.349257509491325,-0.028231600014909,0.0344605380794817
"infrastr",0.334165545369948,0.22863225082562,-0.441607795950725,-0.175602863686765,-0.287382122690052,-0.31238468984929,0.638375105735575,0.0284428341029306,0.147317418052909
"writing",0.331821913029008,0.418271041993235,0.219790437490321,0.481250570495532,0.230885358971997,-0.11196233037734,-0.109189322082273,-0.213921879565175,0.558126432293406
"texts",0.349346940643271,0.331696141202276,0.0907102549166293,0.344772336476244,0.093887851098929,-0.094997086072249,0.0119910361213679,0.260695220162207,-0.744911345677792
"money",0.311829230699293,0.281278034388995,0.586017716247314,-0.642856568224731,-0.1906138820124,0.0866084332889103,-0.0945715595780575,0.109429280086594,0.047017520483989
"PolPop",0.351705889844985,-0.354525483154875,0.0661533624238585,-0.0018167397560894,0.0901087532274189,0.00787410758272169,0.082500409037691,-0.818613655211141,0.247222284535337
"PolTerr",0.318137219343998,-0.541549548641194,0.258024598843833,0.361041455606409,0.0991012453396095,0.430931366601338,0.212942553676186,0.393170794451192,-0.114605695475388
"CapPop",0.334456229754367,-0.369543756879655,-0.0812259933264299,-0.0871013687045776,0.195769675291567,-0.693996028490885,-0.382978751671414,0.237393171756306,-0.120031813093401
"levels",0.328262263839074,-0.151106560331668,-0.249401174092298,-0.383183893017983,-0.79838397412125,0.0982336058701386,0.0550949912486895,0.0983080676571867,-0.0247609849131565
"government",0.332929269413347,0.198035127891595,-0.498969168503665,0.0421210367603357,0.255854237371097,0.482897891236441,-0.546104467127293,-0.0187496241356614,-0.0442987050701368
"infrastr",0.336984040112997,0.225255474142696,-0.400060931005647,-0.159543783320351,0.344196880299502,-0.127014069869916,0.698532551283569,0.0779627209283339,-0.146863144983637
"writing",0.333363864034137,0.390292515601644,0.228358500184708,0.471427251300982,-0.265857001037746,-0.160853705293508,-0.0412167823328078,-0.213722045233569,-0.564109238777063
"texts",0.34950386629318,0.332642831533263,0.0949469383303312,0.319880100765327,-0.115578866607086,-0.152495314432491,0.0137153435220624,0.227701209393321,0.753132357142197
"money",0.312713979721922,0.262111704662164,0.624553381274778,-0.602854783362349,0.195819603898367,0.156537995673489,-0.100380381734063,0.0728953228382079,-0.0420380160307176
"PolPop",0.352504036114145,-0.332652228184826,0.100925777526164,0.00628335541486555,-0.13982621902582,-0.0221445655189728,0.00662432452899635,0.82480514455629,-0.233385400167421
"PolTerr",0.316413090070297,-0.555951392450652,0.370314382711661,-0.261335529362978,-0.183103928864586,0.339189265214007,0.261034800775531,-0.395203325848493,0.111671672030573
"CapPop",0.336006084194037,-0.354358899318162,-0.197303744861803,0.0893061096631247,-0.0710175783882174,-0.703628078965879,-0.368767324331634,-0.26696909885292,0.0850148440718626
"levels",0.328725803699078,-0.185790556182331,-0.321714266039499,0.28079471049851,0.760484219093262,0.308001783749523,0.0143397573679488,-0.0353055812702605,0.0205430719611363
"government",0.333105606801297,0.208846504743369,-0.425291181097454,-0.153207564615519,-0.403304414470293,0.476982440798327,-0.497224228513845,-0.0449783380701905,0.0407057946910853
"infrastr",0.337425280280486,0.232495144719902,-0.412445055099577,0.12330226942207,-0.265806727733128,-0.152859885181416,0.722392387264234,-0.00616550289924214,0.175692000897574
"writing",0.333124119051868,0.361944594000341,0.294448081437004,-0.457664991982943,0.292507383496281,-0.147968341445904,-0.0847712794326653,0.176443903646624,0.562222103985927
"texts",0.349696473653174,0.329538820787103,0.127946083920054,-0.292205034280709,0.152266507969426,-0.128356054287861,0.0647541869502105,-0.222506374675647,-0.757627878208609
"money",0.310786825473693,0.287926389255406,0.506161064711645,0.715070608698476,-0.14658959611384,0.0724871589266013,-0.123126007934103,-0.0910451465684979,0.0528470830449201
"PolPop",0.349632528217316,-0.365118257488271,0.0997887801915304,-0.00920252460928792,0.0992580425173171,0.0616017920532216,0.0387826010930993,-0.798513897098607,0.285705779350206
"PolTerr",0.32093244153697,-0.515366954723529,0.250941540956318,-0.367182665614289,0.128291939897109,0.424347699693363,0.20250731462511,0.417070677973822,-0.148719696285127
"CapPop",0.334125609006431,-0.363056485821923,-0.0941344395123849,0.171416717624467,0.287757790390887,-0.666192018572062,-0.358899845724602,0.22876982472603,-0.102683972552559
"levels",0.330300734473506,-0.185977784482143,-0.163152085568695,0.281464538637379,-0.860084760971452,0.00624354240153017,0.0386614881557777,0.0872552795014208,-0.0397470326600519
"government",0.332004754639832,0.203993466811438,-0.53785560394486,-0.0117055990022042,0.163016482760286,0.494155629319554,-0.536201332411997,0.0107348705864736,-0.0185086651397948
"infrastr",0.338705770850004,0.204163570273227,-0.410368082530392,0.214694874089655,0.2742043266841,-0.0696305810542013,0.719659071724505,0.001708729833589,-0.176497182365338
"writing",0.333089373459543,0.381905425674284,0.20984970477072,-0.507100322931961,-0.164395243247718,-0.22113095939061,-0.0873740159315341,-0.235411861374975,-0.550485620774323
"texts",0.349628437782469,0.333879084785569,0.0731384801795251,-0.321163199768402,-0.063266041842493,-0.187128555720164,0.0651033294925469,0.258873253863039,0.73994336308606
"money",0.309650825714059,0.306699717091991,0.620091845546076,0.591573138005903,0.135454430309219,0.198316061318465,-0.0994443406203763,0.0769819846651276,-0.0456772310427896
"PolPop",0.35258751500918,-0.349254805733288,0.088756778946445,-0.0294120021823739,0.114332629079417,-0.0870237006558299,-0.0644659006168082,0.704293288125574,-0.473424049517359
"PolTerr",0.318199293487743,-0.540325833030151,0.349350156784777,0.301039550169407,0.213108004145217,0.32100291438154,-0.294212067296389,-0.327288653771793,0.228013958058844
"CapPop",0.337176646380256,-0.364003102209808,-0.205187221718496,-0.114812743968796,0.0882693655052991,-0.563587523649117,0.530652354603772,-0.238805087872927,0.185708695119602
"levels",0.329441527423413,-0.181046192555137,-0.33909526986456,-0.239897701751507,-0.766235100323236,0.282098884760506,-0.123657366209221,-0.0620101335040345,0.0179342185381145
"government",0.330832009064108,0.244104416571934,-0.429649151193152,0.234509179878983,0.334149991902928,0.55525577279938,0.408030366429385,0.0701012726874565,-0.00145201360504217
"infrastr",0.335865412631964,0.2581008842774,-0.413068964930281,-0.102499143585994,0.300319527200088,-0.292440918712651,-0.649991848540207,-0.000246795126240429,0.203084564840895
"writing",0.332617101794544,0.352343187254315,0.352421330503198,0.396318990424544,-0.318220782360432,-0.17537487905207,0.105489572307767,0.339314526695506,0.475044622328903
"texts",0.348922654735821,0.327182561479763,0.176385737339586,0.25514759437311,-0.124235307097213,-0.175790498815375,-0.0216973712183389,-0.460948199371471,-0.644757008336899
"money",0.312369803294615,0.251785443939306,0.449946906539412,-0.741692377545593,0.167506433550858,0.191530715672016,0.108735148732343,-0.0588059086461385,0.0802839137563914
"PolPop",0.349598263140145,-0.375317807872259,0.101629614433434,-0.0259799399413394,0.172416171458014,-0.0354255176185305,0.0441819507330717,0.788941710993084,0.265613798775701
"PolTerr",0.32173398780667,-0.519454644736853,0.337769777216794,-0.301616647711023,0.186654162961313,0.302878086936502,0.286099501593306,-0.428277371232132,-0.17246374968457
"CapPop",0.339005047674494,-0.334508968385504,-0.155387707688603,0.162629246546757,0.103720203841872,-0.518853873412543,-0.603036869135625,-0.270245843831618,-0.077020853685458
"levels",0.329243609772436,-0.195128796437927,-0.222676976039396,0.255704761058857,-0.831083156950884,0.136894071008106,0.16910340439905,-0.0191927849489198,-0.0122438931889061
"government",0.331887291133932,0.201776100977809,-0.487697624390862,-0.0926257573814539,0.221928770610589,0.653910546467011,-0.353793913899328,0.0162869307910342,-0.0205413645770567
"infrastr",0.335735201350152,0.201288666715407,-0.445371180572191,0.138789758426334,0.322188739290677,-0.328467657066793,0.612142670260156,-0.0423981108368632,-0.202321100425945
"writing",0.332064649871705,0.387811205885935,0.270100692426258,-0.468183567015165,-0.230933724150207,-0.17470584004599,-0.143199363340279,0.220403577213706,-0.54244722362362
"texts",0.349410065813375,0.335347261130173,0.114106450376361,-0.306179955486926,-0.0876996479129671,-0.157396009743621,0.0406378797518843,-0.261357747483365,0.745831302396015
"money",0.309387933421249,0.30861931046767,0.528841655245562,0.68973552782507,0.141053949509188,0.168151507794758,-0.0435812609272258,-0.0424242608437405,-0.0418848747743001
"PolPop",0.350473967426978,-0.360412452709973,0.0783262986793323,-0.0564332497344685,0.127330158536926,-0.0861527908678843,-0.115364151161157,-0.833391969571286,0.080404019680437
"PolTerr",0.317626757554753,-0.525018624204437,0.360444614787434,0.355014101410824,0.159986336885211,0.342329067219455,-0.261975124692001,0.389253928159897,-0.067667937720522
"CapPop",0.334611183894962,-0.36979037307455,-0.153948714146454,-0.192104778583926,0.125064931246793,-0.631973686636734,0.4117496928148,0.325574755263282,-0.0108293409242412
"levels",0.330147180499169,-0.161888478183963,-0.231156314941022,-0.241280842168324,-0.82913248803911,0.249856203309247,-0.0191637650827401,0.0524924308785977,-0.0115655894546426
"government",0.333393588509184,0.148082198716232,-0.465932849913114,0.192035446580944,0.31557518040471,0.506382937638136,0.503078060240454,-0.0568100917025366,-0.0249609486917898
"infrastr",0.335468746881542,0.240337008477953,-0.473613336750013,-0.108047965951468,0.232664216699176,-0.145767214521695,-0.684380623514363,0.127592878962696,-0.183513997728546
"writing",0.333578594939441,0.384192313095569,0.300181465838223,0.417239613798297,-0.224640677655417,-0.25005737836288,0.136253041927356,-0.108955741087487,-0.577490613187423
"texts",0.349855587239803,0.341360783952192,0.136360929684345,0.283462941227951,-0.100388078195392,-0.157398559247611,-0.0451791223153611,0.0762416086142354,0.787033882617768
"money",0.312978050259321,0.296115476292246,0.486523373671476,-0.687508163813123,0.202059274635851,0.220442473542677,0.0780042959034768,0.0894056050851551,-0.0385620190044874
"PolPop",0.352263494466595,-0.346816837429234,0.0742534840943464,-0.0204775894351437,0.19329107858255,-0.0767219658959903,-0.07392939212574,0.743053619233922,0.385815581573998
"PolTerr",0.31844174341928,-0.522974606765398,0.397378250309886,0.301446116696731,0.132518819242303,0.351200138060429,0.339124888052224,-0.30542839579132,-0.164676083742143
"CapPop",0.337885698684966,-0.347475046755361,-0.132999027343346,-0.20749415553489,0.190234916062077,-0.560587865784605,-0.428638213683068,-0.367010758216392,-0.188350968197811
"levels",0.327870567542893,-0.199985995376312,-0.222014515617856,-0.205489702793971,-0.863848748925251,0.0904828186514629,0.078890376888779,0.015189581141967,-0.0106683204538105
"government",0.333354524118616,0.149170198178147,-0.475740603601937,0.146642801018142,0.203945964615536,0.616759546440479,-0.438158946568788,-0.0405216060516081,-0.0563757270060708
