"NGA","PolID","Time","PropCoded","PolPop","PolTerr","CapPop","levels","government","infrastr","writing","texts","money","irep","FreqLR","ConformityLR","FreqWR","ConformityWR","FreqFR","ConformityFR","FreqER","ConformityER","FreqDR","ConformityDR","MHG","BSP","WrittenRecords","ReligiousHier","GeneralMoralisticPunishment","MoralisingHighGods","MoralisingGods","DoctrinalMode","Writing","Mean","Lower","Upper"
"Big Island Hawaii","Hawaii1",1000,76.5,5.14232050916975,6.39331218831922,2.41495441967153,0.814788007741513,0.0909090909090909,0.1,0.1,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,0,0.215214890943124,-0.115371518962285,0.545801300848533
"Big Island Hawaii","Hawaii1",1100,76.5,5.14232050916975,6.39331218831922,2.41495441967153,0.814788007741513,0.0909090909090909,0.1,0.1,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,0,0.215214890943124,-0.115371518962285,0.545801300848533
"Big Island Hawaii","Hawaii2",1200,86.3,3.73682715328844,3.19378848192506,3.0422671574329,1.47200287053618,0.0909090909090909,0.0909090909090909,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.222122135856389,-0.0624135294606409,0.506657801173419
"Big Island Hawaii","Hawaii2",1300,86.3,4.02458341676025,3.19378848192506,3.71996331868531,1.15102057377349,0.0909090909090909,0.0909090909090909,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.232386179165025,-0.0386603277807675,0.503432686110818
"Big Island Hawaii","Hawaii2",1400,86.3,4.27553023025504,3.19378848192506,3.33404866661814,2.07709078604166,0.0909090909090909,0.181818181818182,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.240631694053024,-0.0290447752834959,0.510308163389543
"Big Island Hawaii","Hawaii2",1500,86.3,4.34518123539864,3.19378848192506,4.69619133588977,1.14002934852826,0.172727272727273,0.181818181818182,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.27091418390585,0.0145293606698417,0.527299007141859
"Big Island Hawaii","Hawaii2",1600,80.4,3.79269312978849,3.19378848192506,2.91583646209306,1.91857712425072,0.09,0.1,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.219494932674934,-0.0691851778659015,0.508175043215769
"Big Island Hawaii","Hawaii3",1700,94.1,5.0702285088161,3.96975586974087,4.18594083181902,2.59539975881503,0.227272727272727,0.336363636363636,0.166666666666667,0,1.8,1,2,NA,6,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,NA,NA,NA,1,0,0.317672017694371,0.133935889991455,0.501408145397288
"Big Island Hawaii","USKameh",1800,92.2,5.12762421049456,4.16542294229884,4.04834344767727,2.85571442069744,0.35,0.172727272727273,0.166666666666667,0,1.8,1,2,NA,6,NA,NA,NA,2,NA,NA,NA,2,0.9,0,2,1,0,1,1,0,0.33080143755814,0.145548322886875,0.516054552229405
"Cahokia","USMisEW",-600,88.2,1.55968910657915,1.42778039024573,1.51875747154655,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0825397516500714,-0.346201186740346,0.511280690040489
"Cahokia","USMisEW",-500,88.2,1.55968910657915,1.42778039024573,1.51875747154655,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0825397516500714,-0.346201186740346,0.511280690040489
"Cahokia","USMisEW",-400,88.2,1.55968910657915,1.42778039024573,1.51875747154655,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0825397516500714,-0.346201186740346,0.511280690040489
"Cahokia","USMisEW",-300,88.2,1.55968910657915,1.42778039024573,1.51875747154655,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0825397516500714,-0.346201186740346,0.511280690040489
"Cahokia","USMisEW",-200,88.2,1.55968910657915,1.42778039024573,1.51875747154655,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0825397516500714,-0.346201186740346,0.511280690040489
"Cahokia","USMisMW",-100,88.2,1.65611865761354,1.84984943076058,1.68354633033487,1.22697970235783,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0868817377987895,-0.343269601700379,0.517033077297958
"Cahokia","USMisMW",0,88.2,1.65611865761354,1.84984943076058,1.68354633033487,1.22697970235783,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0868817377987895,-0.343269601700379,0.517033077297958
"Cahokia","USMisMW",100,88.2,1.65611865761354,1.84984943076058,1.68354633033487,1.22697970235783,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0868817377987895,-0.343269601700379,0.517033077297958
"Cahokia","USMisMW",200,88.2,1.65611865761354,1.84984943076058,1.68354633033487,1.22697970235783,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0868817377987895,-0.343269601700379,0.517033077297958
"Cahokia","USMisRo",300,88.2,1.54584020890585,1.82111845080857,1.59925190982403,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0827399746337066,-0.34996772088985,0.515447670157264
"Cahokia","USMisRo",400,88.2,1.54584020890585,1.82111845080857,1.59925190982403,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0827399746337066,-0.34996772088985,0.515447670157264
"Cahokia","USMisMu",500,88.2,1.60401811340212,1.95593939879625,1.60468821364696,1,0,0.0916666666666667,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0809515569013175,-0.345997574561037,0.507900688363672
"Cahokia","USMisPa",600,88.2,1.62454859763763,2.42140690455731,1.60749407580836,1.25,0,0.0916666666666667,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0877745423386134,-0.336167033576036,0.511716118253262
"Cahokia","USMisPa",700,88.2,1.62454859763763,2.42140690455731,1.60749407580836,1.25,0,0.0916666666666667,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0.0877745423386134,-0.336167033576036,0.511716118253262
"Cahokia","USMisSp",800,90.2,2.66680595641623,2.30091787125455,2.60824962663558,1.75,0,0.1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,1,0,0.150259984271141,-0.207974332291529,0.50849430083381
"Cahokia","USMisME",900,82.4,2.66957425427781,1.9372130852499,2.62434468153081,1.75,0.2,0.316666666666667,0,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,1,0,0.194610138884375,-0.121861750587943,0.511082028356693
"Cahokia","USMisME",1000,82.4,2.66957425427781,1.9372130852499,2.62434468153081,2.5,0.2,0.316666666666667,0,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,1,0,0.207412845624917,-0.0963847764907267,0.51121046774056
"Cahokia","USCahoE",1100,78.4,4.65928784545027,3.43598247474249,4.06795192220011,2.84976976214445,0.333333333333333,0.325,0,0,1.8,1,2,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,0,3,NA,NA,NA,1,0,0.309947812992147,0.108786547008088,0.511109078976207
"Cahokia","USCahoL",1200,78.4,4.64155928871203,3.43369655583457,4.18348797830573,2.926302167999,0.333333333333333,0.325,0,0,1.8,1,2,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,0,3,NA,NA,NA,1,0,0.309149482578816,0.109017885248976,0.509281079908656
"Cahokia","USMisSd",1300,76.5,4.16713593948027,2.71755070417395,3.6764177464723,2.75,0.333333333333333,0.263636363636364,0,0,1.8,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,1,0,0.27796375778425,0.0465391902329466,0.509388325335553
"Cahokia","USOneot",1400,70.6,3.03022938409874,2.04036204163414,2.30102999566398,1.2772475725747,0.0833333333333333,0.3125,0.1,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,0,0.189825003459509,-0.126195767878824,0.505845774797842
"Cahokia","USOneot",1500,70.6,3.03022938409874,2.04036204163414,2.30102999566398,1.2772475725747,0.0833333333333333,0.3125,0.1,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,0,0.189825003459509,-0.126195767878824,0.505845774797842
"Cahokia","USOneot",1600,70.6,3.52746807879338,2.46398379241587,3.38974317332855,1.2772475725747,0.0833333333333333,0.3125,0.1,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,0,0.241073887378964,-0.044752979980081,0.526900754738009
"Cahokia","USIllin",1700,68.6,3.94526202591356,4.21767238944776,3.0360523739681,1.5,0.04,0.233333333333333,0.4,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,0,0.272578262710291,0.034093905384919,0.511062620035664
"Cambodian Basin","KhFunaE",300,84.3,5.97129449267118,5.40999057483219,3.30102999566398,2.5,0.618181818181818,0.977777777777778,1,1,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,2,1,0,1,1,1,0.573473025293816,0.512271902164633,0.634674148423
"Cambodian Basin","KhFunaE",400,84.3,5.97129449267118,5.40999057483219,3.30102999566398,2.5,0.618181818181818,0.977777777777778,1,1,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,2,1,0,1,1,1,0.573473025293816,0.512271902164633,0.634674148423
"Cambodian Basin","KhFunaE",500,84.3,5.97129449267118,5.40999057483219,3.30102999566398,2.5,0.618181818181818,0.977777777777778,1,1,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,2,1,0,1,1,1,0.573473025293816,0.512271902164633,0.634674148423
"Cambodian Basin","KhFunaL",600,84.3,5.18538160263834,5.42193281327851,3.30102999566398,2.63869646467802,0.61,0.888888888888889,1,1,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,2,1,0,1,1,1,0.564676192815064,0.507428403390367,0.621923982239761
"Cambodian Basin","KhChenl",700,80.4,6.47521495927407,5.72509452108147,4.77815125038364,4.5,0.79,0.888888888888889,1,0.985714285714286,3,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,6,1,0,1,1,1,0.649888666281169,0.513015271236864,0.786762061325475
"Cambodian Basin","KhChenl",800,80.4,7.07522643776102,5.72509452108147,5.47712125471966,4.5,0.79,0.888888888888889,1,0.985714285714286,3,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,6,1,0,1,1,1,0.674419143464244,0.515567371915276,0.833270915013213
"Cambodian Basin","KhAngkE",900,96.1,6.5888242751654,5.96229686827674,5.60205999132796,4.8,0.836363636363636,0.916666666666667,1,0.9875,4,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,1,1,6,1,0,1,1,1,0.704977475471972,0.511316711330479,0.898638239613464
"Cambodian Basin","KhAngkE",1000,94.1,6.22089933479759,5.96229686827674,5.31017212742792,4.8,0.836363636363636,0.916666666666667,1,0.9875,4,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,1,1,6,1,0,1,1,1,0.692441734035078,0.506325004631446,0.878558463438709
"Cambodian Basin","KhAngkC",1100,98,6.17609125905568,5.97277889180762,5.99353964837858,5,0.827272727272727,0.916666666666667,1,0.9875,4,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,1,1,6,1,0,1,1,1,0.700320926714349,0.511489075245521,0.889152778183176
"Cambodian Basin","KhAngkC",1200,98,6.17609125905568,5.97277889180762,5.99353964837858,5,0.827272727272727,0.916666666666667,1,0.9875,4,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,1,1,6,1,0,1,1,1,0.700320926714349,0.511489075245521,0.889152778183176
"Cambodian Basin","KhAngkL",1300,96.1,6.17609125905568,5.55278029771829,5.97740448216952,5,0.827272727272727,0.875,1,0.975,3.6,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1,0.681901614336261,0.513007516909329,0.850795711763192
"Cambodian Basin","KhAngkL",1400,96.1,6.17609125905568,5.55278029771829,5.97740448216952,5,0.827272727272727,0.875,1,0.975,3.6,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1,0.681901614336261,0.513007516909329,0.850795711763192
"Cambodian Basin","KhCambd",1500,96.1,5.97480185117911,5.44660861164799,4.06497088828478,6.5,0.827272727272727,0.916666666666667,1,0.9875,4,1,NA,NA,6,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1,0.684437377956465,0.512389760544669,0.85648499536826
"Cambodian Basin","ThAyuth",1600,80.4,7.23015840116174,6.14542966141346,5.19033169817029,4.8,0.554545454545455,0.877777777777778,1,0.95,5,1,2,NA,6,NA,6,NA,5,NA,NA,NA,2,0.666666666666667,1,6,1,0,1,1,1,0.679044017570123,0.512592294849804,0.845495740290442
"Cambodian Basin","ThAyuth",1700,80.4,6.62675452593547,6.00233402000733,5.19033169817029,4.8,0.554545454545455,0.888888888888889,1,0.95,5,1,2,NA,6,NA,6,NA,5,NA,NA,NA,2,0.666666666666667,1,6,1,0,1,1,1,0.674160133385401,0.50613285272888,0.842187414041923
"Cambodian Basin","ThRattn",1800,86.3,6.62147897466237,5.71021894258437,4.79022104212159,4.75,0.554545454545455,0.866666666666667,1,1,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1,0.665193846993375,0.512189241929057,0.818198452057694
"Central Java","IdMedng",800,74.5,5.44542268426984,5.11764406327972,3,2.79198763616692,0.825,0.866666666666667,0.816666666666667,0.96,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,1.723133228253,1,0,1,1,1,0.565873752321907,0.513332598578278,0.618414906065535
"Central Java","IdMedng",900,74.5,5.44542268426984,5.11764406327972,3,3.04198763616692,0.825,0.866666666666667,0.816666666666667,0.96,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,1.723133228253,1,0,1,1,1,0.57014132123542,0.513393941532342,0.626888700938499
"Central Java","IdMedng",1000,74.5,5.44542268426984,5.11764406327972,3,3.04198763616692,0.825,0.866666666666667,0.816666666666667,0.96,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,1.723133228253,1,0,1,1,1,0.57014132123542,0.513393941532342,0.626888700938499
"Central Java","IdKedir",1100,72.5,5.36824562373407,4.75491579644917,3.96942873390757,4,0.8375,0.866666666666667,0.816666666666667,0.94,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,3,1,0,1,1,1,0.610449933706115,0.504229356938513,0.716670510473717
"Central Java","IdKedir",1200,72.5,5.54275678788762,4.75491579644917,4.53009353815675,4,0.8375,0.866666666666667,0.816666666666667,0.94,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,3,1,0,1,1,1,0.611812494529133,0.504596580226897,0.719028408831368
"Central Java","IdMajap",1300,86.3,6.69897000433602,5.69897000433602,5.19437317444596,4,0.89,0.95,0.816666666666667,0.95,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,3,1,0,1,1,1,0.662704233390475,0.511917038267708,0.813491428513243
"Central Java","IdMajap",1400,86.3,6.69897000433602,5.69897000433602,5.19437317444596,4,0.89,0.95,0.816666666666667,0.95,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,3,1,0,1,1,1,0.662704233390475,0.511917038267708,0.813491428513243
"Central Java","IdMajap",1500,86.3,6.69897000433602,5.69897000433602,5.19437317444596,4,0.89,0.95,0.816666666666667,0.95,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,1,1,3,1,0,1,1,1,0.662704233390475,0.511917038267708,0.813491428513243
"Central Java","IdMatrm",1600,76.5,6.48028982983879,4.98631254900045,4.70983816310503,3.46704595922474,0.977777777777778,0.955555555555556,0.816666666666667,0.933333333333333,4.5,1,2,NA,4,NA,4,NA,2,NA,NA,NA,3,1,1,2.3352297961237,1,1,1,1,1,0.650303669267298,0.511996262450371,0.788611076084225
"Central Java","IdMatrm",1700,76.5,6.48028982983879,4.98631254900045,4.70983816310503,3.46704595922474,0.977777777777778,0.955555555555556,0.816666666666667,0.933333333333333,4.5,1,2,NA,4,NA,4,NA,2,NA,NA,NA,3,1,1,2.3352297961237,1,1,1,1,1,0.650303669267298,0.511996262450371,0.788611076084225
"Chuuk Islands","FmTrukE",1800,94.1,3.58593390764635,2.45951068679821,2.03157956159404,1.75,0,0.0833333333333333,0.166666666666667,0,1,1,NA,NA,5,NA,5,NA,NA,NA,NA,NA,2,0.9,0,1,1,0,1,1,0,0.162536469615922,-0.197568035851087,0.522640975082931
"Chuuk Islands","FmTrukL",1900,96.1,3.96378782734556,2.1044871113124,3.27118915805012,2.5,0.609090909090909,0.35,0.816666666666667,0.3625,6,1,NA,NA,5,NA,5,NA,NA,NA,NA,NA,2,1,1,1,1,0,1,1,1,0.412047247525674,0.315122914230769,0.508971580820579
"Cuzco","PeCuzLF",100,74.5,3.78163391852181,3.71136143716252,3.90324954719153,3,0.1,0.18,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.23742698231525,-0.0444062048900301,0.519260169520531
"Cuzco","PeCuzE1",200,72.5,3.85713303461982,2.8791640751855,2.98130894729569,3,0.1,0.214285714285714,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.21927780143198,-0.0742189709056327,0.512774573769592
"Cuzco","PeCuzE1",300,72.5,3.54423419662165,2.83087308564963,4.06609479372764,3,0.1,0.214285714285714,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.22388991968512,-0.0661928114112853,0.513972650781524
"Cuzco","PeCuzE1",400,72.5,3.05781879751033,3,3.50042573019962,3,0.1,0.214285714285714,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.230250274557204,-0.0506782692410399,0.511178818355449
"Cuzco","PeCuzE2",500,76.5,2.88632954685679,3,2.31189570645482,3,0.1,0.18,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.219634851769747,-0.0817724764701046,0.521042180009599
"Cuzco","PeCuzE2",600,76.5,2.88632954685679,3,2.31189570645482,3,0.1,0.18,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.219634851769747,-0.0817724764701046,0.521042180009599
"Cuzco","PeWari*",700,86.3,5.64721020055917,5.16993711184256,4.76379019156903,4.25667859985315,0.52,0.7625,0,0.0125,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.432167361592286,0.340316105674591,0.524018617509982
"Cuzco","PeWari*",800,86.3,5.64721020055917,5.16993711184256,4.76379019156903,4.25667859985315,0.52,0.7625,0,0.0125,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.432167361592286,0.340316105674591,0.524018617509982
"Cuzco","PeWari*",900,86.3,5.64721020055917,5.16993711184256,4.76379019156903,4.25667859985315,0.52,0.7625,0,0.0125,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.432167361592286,0.340316105674591,0.524018617509982
"Cuzco","PeCuzL1",1000,84.3,3.38789520301661,2.7060715394259,3.44892586959211,4,0.1,0.44,0.0285714285714286,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.279740971677836,0.0462490915252043,0.513232851830467
"Cuzco","PeCuzL1",1100,84.3,3.38789520301661,2.7060715394259,3.44892586959211,4,0.1,0.44,0.0285714285714286,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.279740971677836,0.0462490915252043,0.513232851830467
"Cuzco","PeCuzL1",1200,84.3,3.38789520301661,2.7060715394259,3.44892586959211,4,0.1,0.44,0.0285714285714286,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.279740971677836,0.0462490915252043,0.513232851830467
"Cuzco","PeCuzL2",1300,86.3,4.87033330789264,3.36284512418765,4.0854079834812,3.5,0.41,0.61,0.0333333333333333,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,1,0,0.338229062221172,0.163825001894984,0.512633122547361
"Cuzco","PeInca*",1400,98,6.74826288798169,6.1683868488434,4.94168095179904,4.25229131384608,0.581818181818182,0.758333333333333,0.285714285714286,0,1.8,1,1.33333333333333,NA,1,NA,6,NA,2,NA,NA,NA,1,0,0,4,0,0,0,1,0,0.499201357478956,0.480145216654338,0.518257498303574
"Cuzco","PeInca*",1500,100,6.97272674049512,6.1683868488434,4.94168095179904,4.25229131384608,0.581818181818182,0.758333333333333,0.285714285714286,0,1.8,1,1.33333333333333,NA,1,NA,6,NA,2,NA,NA,NA,1,0,0,4,0,0,0,1,0,0.504626695262414,0.495861328078803,0.513392062446026
"Deccan","InDecNL",-2700,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-2600,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-2500,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-2400,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-2300,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-2200,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-2100,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-2000,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-1900,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-1800,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-1700,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-1600,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-1500,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-1400,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecNL",-1300,90.2,3.41870920329084,2.39405817499521,2.26267053785599,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,1,0,0.193113996321621,-0.105687864963068,0.491915857606309
"Deccan","InDecIA",-1200,86.3,2.94786020504986,2.50507632974511,2.8413534921084,1,0.1,0.388888888888889,0.233333333333333,0.1,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,NA,NA,0,0.199113867278019,-0.111495921346741,0.509723655902779
